,Country,Population,variable,2000,2010,2016
19187,Swaziland,1061,Sickle cell disorders and trait,0.225583,0.2596938,0.232376
19188,Sweden,8882,Sickle cell disorders and trait,0.0496526,0.0469393,0.0684571
19189,Switzerland,7167,Sickle cell disorders and trait,0.0174671,0.0116396,0.0132282
19190,Syrian Arab Republic,16411,Sickle cell disorders and trait,0.2503326,0.2726772,0.3081909
19191,Tajikistan,6216,Sickle cell disorders and trait,0.1520644,0.0798994,0.0742778
19192,Thailand,62958,Sickle cell disorders and trait,0.001118,0.0004818,0.000562
19193,The former Yugoslav Republic of Macedonia,2035,Sickle cell disorders and trait,0.0938393,0.0222606,0.0236488
19194,Timor-Leste,872,Sickle cell disorders and trait,0.0024046,0.0014238,0.0011991
19195,Togo,4970,Sickle cell disorders and trait,11.00569,9.263391,8.802234
19196,Tonga,98,Sickle cell disorders and trait,0.0002008,0.0001925,0.0001889
19197,Trinidad and Tobago,1268,Sickle cell disorders and trait,1.328855,1.848293,1.465895
19198,Tunisia,9699,Sickle cell disorders and trait,0.4267607,0.3421915,0.3218546
19199,Turkey,63240,Sickle cell disorders and trait,0.832822,0.5489457,0.4473505
19200,Turkmenistan,4516,Sickle cell disorders and trait,0.2705859,0.2017667,0.1804616
19201,Uganda,24039,Sickle cell disorders and trait,3.404742,2.626728,2.473998
19202,Ukraine,48840,Sickle cell disorders and trait,0.0806198,0.0690738,0.073089
19203,United Arab Emirates,3155,Sickle cell disorders and trait,0.1887197,0.1462683,0.1456274
19204,United Kingdom,58951,Sickle cell disorders and trait,0.0338549,0.0330496,0.0369856
19205,United Republic of Tanzania,34178,Sickle cell disorders and trait,3.306475,2.244844,2.024651
19206,United States of America,281983,Sickle cell disorders and trait,0.2337151,0.2057539,0.304768
19207,Uruguay,3321,Sickle cell disorders and trait,0.0591174,0.0739232,0.0731103
19208,Uzbekistan,24849,Sickle cell disorders and trait,0.1529006,0.0929932,0.0841364
19209,Vanuatu,185,Sickle cell disorders and trait,0.0002569,0.0001949,0.0001701
19210,Venezuela (Bolivarian Republic of),24488,Sickle cell disorders and trait,0.5670213,0.4208181,0.4352873
19211,Viet Nam,80286,Sickle cell disorders and trait,0.0012326,0.0010422,0.0011076
19212,Yemen,17875,Sickle cell disorders and trait,0.7232476,0.6407088,0.5855193
19213,Zambia,10531,Sickle cell disorders and trait,4.02341,2.65898,2.095378
19214,Zimbabwe,12222,Sickle cell disorders and trait,1.290464,1.333126,1.119233
19215,Afghanistan,20094,Other haemoglobinopathies and haemolytic anaemias,1.656082,1.504459,1.352338
19216,Albania,3122,Other haemoglobinopathies and haemolytic anaemias,1.065964,0.9124445,0.7630604
19217,Algeria,31184,Other haemoglobinopathies and haemolytic anaemias,1.060101,0.6814891,0.5874313
19218,Angola,16441,Other haemoglobinopathies and haemolytic anaemias,2.49784,1.849364,1.634816
19219,Antigua and Barbuda,84,Other haemoglobinopathies and haemolytic anaemias,2.471848,2.806738,3.272622
19220,Argentina,37057,Other haemoglobinopathies and haemolytic anaemias,2.825534,2.322666,2.321129
19221,Armenia,3070,Other haemoglobinopathies and haemolytic anaemias,0.1834684,0.1643297,0.132155
19222,Australia,19066,Other haemoglobinopathies and haemolytic anaemias,0.5361943,0.3784521,0.3578815
19223,Austria,8069,Other haemoglobinopathies and haemolytic anaemias,0.3158362,0.6143646,0.5568148
19224,Azerbaijan,8123,Other haemoglobinopathies and haemolytic anaemias,0.9051525,0.8951314,0.7090876
19225,Bahamas,298,Other haemoglobinopathies and haemolytic anaemias,0.9820653,0.798305,0.6661102
19226,Bahrain,665,Other haemoglobinopathies and haemolytic anaemias,3.727163,2.71736,1.983058
19227,Bangladesh,131581,Other haemoglobinopathies and haemolytic anaemias,1.119484,0.8658944,0.7201605
19228,Barbados,270,Other haemoglobinopathies and haemolytic anaemias,2.578844,2.147433,2.823158
19229,Belarus,9934,Other haemoglobinopathies and haemolytic anaemias,0.353294,0.2816061,0.1899338
19230,Belgium,10282,Other haemoglobinopathies and haemolytic anaemias,1.435587,1.11901,1.11631
19231,Belize,247,Other haemoglobinopathies and haemolytic anaemias,1.206115,1.123971,1.009149
19232,Benin,6866,Other haemoglobinopathies and haemolytic anaemias,2.532829,2.233348,2.092957
19233,Bhutan,573,Other haemoglobinopathies and haemolytic anaemias,2.39743,1.735294,1.470376
19234,Bolivia (Plurinational State of),8340,Other haemoglobinopathies and haemolytic anaemias,1.265003,0.8461759,0.7032528
19235,Bosnia and Herzegovina,3767,Other haemoglobinopathies and haemolytic anaemias,0.6266539,0.524755,0.4332387
19236,Botswana,1728,Other haemoglobinopathies and haemolytic anaemias,2.32763,2.163534,1.947679
19237,Brazil,175288,Other haemoglobinopathies and haemolytic anaemias,2.129882,1.316493,1.089524
19238,Brunei Darussalam,333,Other haemoglobinopathies and haemolytic anaemias,1.943027,1.377821,1.360362
19239,Bulgaria,7998,Other haemoglobinopathies and haemolytic anaemias,0.5075269,0.6812315,0.7202694
19240,Burkina Faso,11608,Other haemoglobinopathies and haemolytic anaemias,3.751242,3.103845,2.967996
19241,Burundi,6401,Other haemoglobinopathies and haemolytic anaemias,3.338206,3.622519,3.497024
19242,Cambodia,12152,Other haemoglobinopathies and haemolytic anaemias,3.445929,2.824556,2.564124
19243,Cameroon,15274,Other haemoglobinopathies and haemolytic anaemias,3.207185,2.486228,2.383043
19244,Canada,30736,Other haemoglobinopathies and haemolytic anaemias,0.6170807,0.4424515,0.3934834
19245,Cape Verde,435,Other haemoglobinopathies and haemolytic anaemias,1.490149,1.249489,1.105815
19246,Central African Republic,3755,Other haemoglobinopathies and haemolytic anaemias,2.663825,2.592469,2.245817
19247,Chad,8343,Other haemoglobinopathies and haemolytic anaemias,4.260856,3.779804,3.561617
19248,Chile,15263,Other haemoglobinopathies and haemolytic anaemias,0.931632,0.9164265,0.9379517
19249,China,1290291,Other haemoglobinopathies and haemolytic anaemias,0.5547039,0.4767169,0.4478983
19250,Colombia,40404,Other haemoglobinopathies and haemolytic anaemias,0.8562074,0.9297468,0.6256424
19251,Comoros,542,Other haemoglobinopathies and haemolytic anaemias,4.448482,4.149327,3.840341
19252,Congo,3226,Other haemoglobinopathies and haemolytic anaemias,2.6675,1.993228,1.694502
19253,Costa Rica,3925,Other haemoglobinopathies and haemolytic anaemias,1.209124,0.9304655,1.141948
19254,Côte d'Ivoire,16687,Other haemoglobinopathies and haemolytic anaemias,3.813368,3.808847,3.937462
19255,Croatia,4428,Other haemoglobinopathies and haemolytic anaemias,0.2943902,0.2427181,0.3316521
19256,Cuba,11151,Other haemoglobinopathies and haemolytic anaemias,0.7218629,0.5483807,0.5183506
19257,Cyprus,943,Other haemoglobinopathies and haemolytic anaemias,1.874489,1.763181,1.954123
19258,Czechia,10290,Other haemoglobinopathies and haemolytic anaemias,0.2524643,0.3414536,0.6300932
19259,Democratic People's Republic of Korea,22929,Other haemoglobinopathies and haemolytic anaemias,0.6623713,0.8153993,0.7271161
19260,Democratic Republic of the Congo,47076,Other haemoglobinopathies and haemolytic anaemias,2.293221,1.929131,1.765246
19261,Denmark,5341,Other haemoglobinopathies and haemolytic anaemias,0.9056399,1.001308,0.8638859
19262,Djibouti,718,Other haemoglobinopathies and haemolytic anaemias,3.873338,3.195674,3.251893
19263,Dominican Republic,8563,Other haemoglobinopathies and haemolytic anaemias,1.086568,0.7779391,0.6898704
19264,Ecuador,12629,Other haemoglobinopathies and haemolytic anaemias,1.478865,1.101971,1.169313
19265,Egypt,69906,Other haemoglobinopathies and haemolytic anaemias,0.6845992,0.6641325,0.6239983
19266,El Salvador,5868,Other haemoglobinopathies and haemolytic anaemias,0.7190493,0.4678832,0.4068637
19267,Equatorial Guinea,614,Other haemoglobinopathies and haemolytic anaemias,2.663181,2.243464,2.077013
19268,Eritrea,3393,Other haemoglobinopathies and haemolytic anaemias,4.842808,4.108401,3.713242
19269,Estonia,1399,Other haemoglobinopathies and haemolytic anaemias,0.3545014,0.2158808,0.2667723
19270,Ethiopia,66537,Other haemoglobinopathies and haemolytic anaemias,4.208138,3.174995,2.806951
19271,Fiji,811,Other haemoglobinopathies and haemolytic anaemias,2.962407,4.459287,6.140608
19272,Finland,5188,Other haemoglobinopathies and haemolytic anaemias,0.3609223,0.395558,0.3909707
19273,France,59608,Other haemoglobinopathies and haemolytic anaemias,1.59946,0.9822924,0.7314801
19274,Gabon,1231,Other haemoglobinopathies and haemolytic anaemias,1.828354,1.690587,1.60127
19275,Gambia,1232,Other haemoglobinopathies and haemolytic anaemias,3.295903,2.671704,2.565109
19276,Georgia,4722,Other haemoglobinopathies and haemolytic anaemias,0.8123775,1.242851,1.100356
19277,Germany,81488,Other haemoglobinopathies and haemolytic anaemias,0.8038443,1.099412,1.221715
19278,Ghana,18939,Other haemoglobinopathies and haemolytic anaemias,4.051072,3.549162,3.420933
19279,Greece,11142,Other haemoglobinopathies and haemolytic anaemias,1.001604,0.9911534,0.8267691
19280,Grenada,102,Other haemoglobinopathies and haemolytic anaemias,2.777643,4.222333,5.696856
19281,Guatemala,11651,Other haemoglobinopathies and haemolytic anaemias,1.054616,1.077561,0.9625853
19282,Guinea,8809,Other haemoglobinopathies and haemolytic anaemias,3.272653,2.954529,2.71413
19283,Guinea-Bissau,1243,Other haemoglobinopathies and haemolytic anaemias,5.490711,4.024211,3.597888
19284,Guyana,753,Other haemoglobinopathies and haemolytic anaemias,4.722211,5.514677,5.742157
19285,Haiti,8549,Other haemoglobinopathies and haemolytic anaemias,2.010696,1.540483,1.648462
19286,Honduras,6524,Other haemoglobinopathies and haemolytic anaemias,0.632786,0.524102,0.4843522
19287,Hungary,10221,Other haemoglobinopathies and haemolytic anaemias,0.355853,0.5151984,0.4762883
19288,Iceland,280,Other haemoglobinopathies and haemolytic anaemias,0.3547835,0.2785185,0.4837103
19289,India,1053051,Other haemoglobinopathies and haemolytic anaemias,4.08129,1.916384,1.184773
19290,Indonesia,211540,Other haemoglobinopathies and haemolytic anaemias,2.226539,2.413406,2.42569
19291,Iran (Islamic Republic of),66132,Other haemoglobinopathies and haemolytic anaemias,0.8670344,0.5591459,0.432291
19292,Iraq,23565,Other haemoglobinopathies and haemolytic anaemias,0.6996708,0.5884307,0.5322266
19293,Ireland,3849,Other haemoglobinopathies and haemolytic anaemias,0.9360086,0.6506569,0.6832922
19294,Israel,6014,Other haemoglobinopathies and haemolytic anaemias,1.081967,0.7786389,0.7727765
19295,Italy,57294,Other haemoglobinopathies and haemolytic anaemias,0.956235,0.913233,1.001128
19296,Jamaica,2657,Other haemoglobinopathies and haemolytic anaemias,1.083606,0.8706709,0.7829825
19297,Japan,127534,Other haemoglobinopathies and haemolytic anaemias,0.9981773,0.806836,0.708127
19298,Jordan,5103,Other haemoglobinopathies and haemolytic anaemias,1.187216,0.8792105,0.7848459
19299,Kazakhstan,15057,Other haemoglobinopathies and haemolytic anaemias,0.8538803,0.7682655,0.525964
19300,Kenya,31450,Other haemoglobinopathies and haemolytic anaemias,1.788598,1.372487,1.358802
19301,Kiribati,84,Other haemoglobinopathies and haemolytic anaemias,1.611719,1.538682,1.489173
19302,Kuwait,2051,Other haemoglobinopathies and haemolytic anaemias,0.5724881,1.041504,1.063688
19303,Kyrgyzstan,4921,Other haemoglobinopathies and haemolytic anaemias,0.2426763,0.2427533,0.2079874
19304,Lao People's Democratic Republic,5329,Other haemoglobinopathies and haemolytic anaemias,2.756632,2.541251,2.374176
19305,Latvia,2384,Other haemoglobinopathies and haemolytic anaemias,0.2418637,0.3896049,0.3113311
19306,Lebanon,3235,Other haemoglobinopathies and haemolytic anaemias,0.7201527,0.5853632,0.5660979
19307,Lesotho,1869,Other haemoglobinopathies and haemolytic anaemias,2.787211,2.6825,2.617873
19308,Liberia,2885,Other haemoglobinopathies and haemolytic anaemias,2.980184,2.57287,2.430055
19309,Libya,5356,Other haemoglobinopathies and haemolytic anaemias,0.9038691,0.7304063,0.654136
19310,Lithuania,3502,Other haemoglobinopathies and haemolytic anaemias,0.2675447,0.3626337,0.1975169
19311,Luxembourg,436,Other haemoglobinopathies and haemolytic anaemias,0.8766138,0.9628853,1.052275
19312,Madagascar,15767,Other haemoglobinopathies and haemolytic anaemias,2.424778,2.109656,1.816414
19313,Malawi,11376,Other haemoglobinopathies and haemolytic anaemias,4.439521,3.070942,2.806897
19314,Malaysia,23186,Other haemoglobinopathies and haemolytic anaemias,1.772484,1.380536,1.230423
19315,Maldives,280,Other haemoglobinopathies and haemolytic anaemias,4.081513,2.451743,1.970654
19316,Mali,10968,Other haemoglobinopathies and haemolytic anaemias,3.621321,3.09212,2.938787
19317,Malta,397,Other haemoglobinopathies and haemolytic anaemias,0.7280536,0.8792531,0.6315395
19318,Mauritania,2709,Other haemoglobinopathies and haemolytic anaemias,2.845214,2.659375,2.605365
19319,Mauritius,1185,Other haemoglobinopathies and haemolytic anaemias,1.602968,2.590006,2.225538
19320,Mexico,101720,Other haemoglobinopathies and haemolytic anaemias,1.114373,1.04309,0.9524531
19321,Micronesia (Federated States of),107,Other haemoglobinopathies and haemolytic anaemias,0.9201891,0.837692,0.8222338
19322,Mongolia,2397,Other haemoglobinopathies and haemolytic anaemias,0.9030834,0.5435735,0.4443321
19323,Montenegro,614,Other haemoglobinopathies and haemolytic anaemias,0.3790607,0.3058809,0.2722123
19324,Morocco,28850,Other haemoglobinopathies and haemolytic anaemias,1.253023,0.7317742,0.6255237
19325,Mozambique,18068,Other haemoglobinopathies and haemolytic anaemias,6.293971,4.113813,3.450378
19326,Myanmar,46095,Other haemoglobinopathies and haemolytic anaemias,5.026598,4.989291,4.774455
19327,Namibia,1899,Other haemoglobinopathies and haemolytic anaemias,2.688936,2.486099,2.269216
19328,Nepal,23741,Other haemoglobinopathies and haemolytic anaemias,2.660029,2.215529,2.091908
19329,Netherlands,15926,Other haemoglobinopathies and haemolytic anaemias,1.485692,0.9485667,0.7262492
19330,New Zealand,3859,Other haemoglobinopathies and haemolytic anaemias,0.2672064,0.2122269,0.2325509
19331,Nicaragua,5027,Other haemoglobinopathies and haemolytic anaemias,0.9817173,0.7742588,0.6550534
19332,Niger,11353,Other haemoglobinopathies and haemolytic anaemias,3.180951,2.920426,2.654296
19333,Nigeria,122352,Other haemoglobinopathies and haemolytic anaemias,3.164068,2.778575,2.619195
19334,Norway,4499,Other haemoglobinopathies and haemolytic anaemias,0.8447904,0.9579915,0.7559413
19335,Oman,2268,Other haemoglobinopathies and haemolytic anaemias,0.5819197,0.4047759,0.3437568
19336,Pakistan,138523,Other haemoglobinopathies and haemolytic anaemias,3.037068,3.014185,2.898602
19337,Panama,3030,Other haemoglobinopathies and haemolytic anaemias,1.742336,1.765659,1.779595
19338,Papua New Guinea,5572,Other haemoglobinopathies and haemolytic anaemias,0.7593226,0.6496519,0.6950156
19339,Paraguay,5303,Other haemoglobinopathies and haemolytic anaemias,0.7302603,0.5946096,0.5490071
19340,Peru,25915,Other haemoglobinopathies and haemolytic anaemias,0.7285173,0.51578,0.460418
19341,Philippines,77992,Other haemoglobinopathies and haemolytic anaemias,2.825456,3.364271,2.789086
19342,Poland,38551,Other haemoglobinopathies and haemolytic anaemias,0.77446,0.4637198,0.3468066
19343,Portugal,10355,Other haemoglobinopathies and haemolytic anaemias,1.475282,1.513066,1.829732
19344,Qatar,592,Other haemoglobinopathies and haemolytic anaemias,0.4530474,0.3688857,0.2950317
19345,Republic of Korea,47386,Other haemoglobinopathies and haemolytic anaemias,0.9917458,0.6646706,0.6019581
19346,Republic of Moldova,4201,Other haemoglobinopathies and haemolytic anaemias,0.2482816,0.345691,0.0966182
19347,Romania,22128,Other haemoglobinopathies and haemolytic anaemias,0.127238,0.1171252,0.1427831
19348,Russian Federation,146397,Other haemoglobinopathies and haemolytic anaemias,0.2321544,0.2353255,0.1831795
19349,Rwanda,8026,Other haemoglobinopathies and haemolytic anaemias,6.234971,3.214406,2.752939
19350,Saint Lucia,157,Other haemoglobinopathies and haemolytic anaemias,2.546544,3.04404,3.306922
19351,Saint Vincent and the Grenadines,108,Other haemoglobinopathies and haemolytic anaemias,1.34708,2.300718,1.909255
19352,Samoa,175,Other haemoglobinopathies and haemolytic anaemias,0.75018,0.5607734,0.4780902
19353,Sao Tome and Principe,139,Other haemoglobinopathies and haemolytic anaemias,1.798046,1.511011,1.506721
19354,Saudi Arabia,20764,Other haemoglobinopathies and haemolytic anaemias,0.2141995,0.1839529,0.1578749
19355,Senegal,9884,Other haemoglobinopathies and haemolytic anaemias,3.302745,2.739562,2.427522
19356,Serbia,9488,Other haemoglobinopathies and haemolytic anaemias,0.2811916,0.4499645,0.4697393
19357,Seychelles,81,Other haemoglobinopathies and haemolytic anaemias,5.49788,4.925786,4.807119
19358,Sierra Leone,4564,Other haemoglobinopathies and haemolytic anaemias,4.622522,3.285463,3.021214
19359,Singapore,3914,Other haemoglobinopathies and haemolytic anaemias,1.029788,0.3002252,0.0832822
19360,Slovakia,5399,Other haemoglobinopathies and haemolytic anaemias,0.3816089,0.356486,0.4566285
19361,Slovenia,1988,Other haemoglobinopathies and haemolytic anaemias,0.4690228,0.3357069,0.3796499
19362,Solomon Islands,413,Other haemoglobinopathies and haemolytic anaemias,1.018046,0.7560157,0.6726794
19363,Somalia,9011,Other haemoglobinopathies and haemolytic anaemias,4.227509,3.794247,3.785259
19364,South Africa,45728,Other haemoglobinopathies and haemolytic anaemias,1.754491,1.763515,1.64122
19365,South Sudan,6701,Other haemoglobinopathies and haemolytic anaemias,3.787906,3.045032,2.740365
19366,Spain,40904,Other haemoglobinopathies and haemolytic anaemias,1.025192,0.8973401,1.006055
19367,Sri Lanka,18782,Other haemoglobinopathies and haemolytic anaemias,2.999865,1.052389,1.365049
19368,Sudan,27251,Other haemoglobinopathies and haemolytic anaemias,1.003306,0.853597,0.7821062
19369,Suriname,472,Other haemoglobinopathies and haemolytic anaemias,1.418118,1.151335,0.9790487
19370,Swaziland,1061,Other haemoglobinopathies and haemolytic anaemias,2.697714,2.347798,2.394649
19371,Sweden,8882,Other haemoglobinopathies and haemolytic anaemias,0.7099148,0.7470354,0.7330146
19372,Switzerland,7167,Other haemoglobinopathies and haemolytic anaemias,0.6070435,0.4969697,0.5746592
19373,Syrian Arab Republic,16411,Other haemoglobinopathies and haemolytic anaemias,2.01867,1.889827,1.846239
19374,Tajikistan,6216,Other haemoglobinopathies and haemolytic anaemias,0.5099752,0.4050135,0.3789522
19375,Thailand,62958,Other haemoglobinopathies and haemolytic anaemias,1.689964,0.7311971,0.6319397
19376,The former Yugoslav Republic of Macedonia,2035,Other haemoglobinopathies and haemolytic anaemias,0.8661651,0.23035,0.1378622
19377,Timor-Leste,872,Other haemoglobinopathies and haemolytic anaemias,2.669751,2.087723,1.701081
19378,Togo,4970,Other haemoglobinopathies and haemolytic anaemias,3.551329,3.072643,2.846482
19379,Tonga,98,Other haemoglobinopathies and haemolytic anaemias,0.619479,0.5378655,0.5038025
19380,Trinidad and Tobago,1268,Other haemoglobinopathies and haemolytic anaemias,2.237697,2.038333,1.705451
19381,Tunisia,9699,Other haemoglobinopathies and haemolytic anaemias,0.7577934,0.6501968,0.568827
19382,Turkey,63240,Other haemoglobinopathies and haemolytic anaemias,1.310151,0.9571343,0.8291104
